COMMAND     PID  USER   FD      TYPE             DEVICE  SIZE/OFF                NODE NAME
BetterDis 14100 kadir  cwd       DIR               1,15       704                   2 /
BetterDis 14100 kadir  txt       REG               1,15  28764512            76693037 /Applications/BetterDisplay.app/Contents/MacOS/BetterDisplay
BetterDis 14100 kadir  txt       REG               1,15   1815104            76693439 /Applications/BetterDisplay.app/Contents/Frameworks/Paddle.framework/Versions/A/Paddle
BetterDis 14100 kadir  txt       REG               1,15    864560            76693331 /Applications/BetterDisplay.app/Contents/Frameworks/Sparkle.framework/Versions/B/Sparkle
BetterDis 14100 kadir  txt       REG               1,15    101376            76693167 /Applications/BetterDisplay.app/Contents/Frameworks/libbd.dylib
BetterDis 14100 kadir  txt       REG               1,15     73108            76670924 /Library/Preferences/Logging/.plist-cache.YoH8Y3T3
BetterDis 14100 kadir  txt       REG               1,15   2374000 1152921500312573277 /usr/lib/dyld
BetterDis 14100 kadir  txt       REG               1,15       171 1152921500312103444 /System/Library/CoreServices/SystemVersion.bundle/tr.lproj/SystemVersion.strings
BetterDis 14100 kadir  txt       REG               1,15  35444880 1152921500312583778 /usr/share/icu/icudt78l.dat
BetterDis 14100 kadir  txt       REG               1,15    234944            63332877 /private/var/db/timezone/tz/2025c.1.0/icutz/icutz44l.dat
BetterDis 14100 kadir  txt       REG               1,15    194311            76671044 /private/var/db/analyticsd/events.allowlist
BetterDis 14100 kadir  txt       REG               1,15    137016 1152921500312103066 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/SystemAppearance.car
BetterDis 14100 kadir  txt       REG               1,15   7912984 1152921500312103027 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/Aqua.car
BetterDis 14100 kadir  txt       REG               1,15   2976648 1152921500312103055 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/FauxVibrantLight.car
BetterDis 14100 kadir  txt       REG               1,15   6223976 1152921500312103080 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/VibrantLight.car
BetterDis 14100 kadir  txt       REG               1,15   1561920 1152921500312212598 /System/Library/Keyboard Layouts/AppleKeyboardLayouts.bundle/Contents/Resources/AppleKeyboardLayouts-L.dat
BetterDis 14100 kadir  txt       REG               1,15    139252            74632472 /System/Library/Caches/com.apple.IntlDataCache.le.kbdx
BetterDis 14100 kadir  txt       REG               1,15    250306 1152921500312212600 /System/Library/Keyboard Layouts/AppleKeyboardLayouts.bundle/Contents/Resources/InfoPlist.loctable
BetterDis 14100 kadir  txt       REG               1,15      6918 1152921500312144319 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/InputManager.loctable
BetterDis 14100 kadir  txt       REG               1,15      4978 1152921500312144293 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/DictationManager.loctable
BetterDis 14100 kadir  txt       REG               1,15    177510 1152921500312144325 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/MenuCommands.loctable
BetterDis 14100 kadir  txt       REG               1,15    248480 1152921500312573295 /usr/lib/libobjc-trampolines.dylib
BetterDis 14100 kadir  txt       REG               1,15     60821 1152921500312144241 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/Common.loctable
BetterDis 14100 kadir  txt       REG               1,15   2369592 1152921500312142288 /System/Library/Fonts/Helvetica.ttc
BetterDis 14100 kadir  txt       REG               1,15   2302744            76693130 /Applications/BetterDisplay.app/Contents/Resources/Assets.car
