COMMAND     PID  USER   FD      TYPE             DEVICE  SIZE/OFF                NODE NAME
BetterDis 14100 kadir  txt       REG               1,15     32768            76533205 /Users/kadir/Library/Caches/pro.betterdisplay.BetterDisplay/Cache.db-shm
BetterDis 14100 kadir  txt       REG               1,15    221776 1152921500312144096 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/AccessibilityImageDescriptions.loctable
BetterDis 14100 kadir  txt       REG               1,15     32768            20660150 /Users/kadir/Library/HTTPStorages/pro.betterdisplay.BetterDisplay/httpstorages.sqlite-shm
BetterDis 14100 kadir  txt       REG               1,15     10137 1152921500312357430 /System/Library/PrivateFrameworks/Shortcut.framework/Versions/A/Resources/Localizable.loctable
BetterDis 14100 kadir  txt       REG               1,15  13221888            76693999 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/0/com.apple.LaunchServices.dv/com.apple.LaunchServices-20971544-v2.csstore
BetterDis 14100 kadir  txt       REG               1,15 160168520 1152921500312351601 /System/Library/PrivateFrameworks/SFSymbols.framework/Versions/A/Resources/CoreGlyphs.bundle/Contents/Resources/Assets.car
BetterDis 14100 kadir  txt       REG               1,15   7909644 1152921500312142364 /System/Library/Fonts/SFNS.ttf
BetterDis 14100 kadir  txt       REG               1,15    697969 1152921500312148781 /System/Library/Frameworks/CFNetwork.framework/Versions/A/Resources/DafsaData.bin
BetterDis 14100 kadir  txt       REG               1,15    283215 1152921500312148785 /System/Library/Frameworks/CFNetwork.framework/Versions/A/Resources/Localizable.loctable
BetterDis 14100 kadir  txt       REG               1,15      9343 1152921500312144427 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/Placeholders.loctable
BetterDis 14100 kadir  txt       REG               1,15   7795064 1152921500312103039 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/DarkAqua.car
BetterDis 14100 kadir  txt       REG               1,15     73240 1152921500312103051 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/FauxVibrantDark.car
BetterDis 14100 kadir  txt       REG               1,15   6742984 1152921500312103070 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/VibrantDark.car
BetterDis 14100 kadir  txt       REG               1,15     29800 1152921500312282188 /System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/Resources/DesignLibrary-macOS.bundle/Contents/Resources/macOSRepositories/LightStandard.car
BetterDis 14100 kadir  txt       REG               1,15     85336 1152921500312284738 /System/Library/PrivateFrameworks/DesignLibrary.framework/Versions/A/Resources/Assets.car
BetterDis 14100 kadir  txt       REG               1,15  25218224 1152921500312129889 /System/Library/Extensions/AGXMetalG16G_B0.bundle/Contents/MacOS/AGXMetalG16G_B0
BetterDis 14100 kadir  txt       REG               1,15  32308616 1152921500312129896 /System/Library/Extensions/AGXMetalG16G_B0.bundle/Contents/Resources/ds.g16g
BetterDis 14100 kadir  txt       REG               1,15   2181128 1152921500312103061 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/Graphite.car
BetterDis 14100 kadir  txt       REG               1,15   3364296 1152921500312103033 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/Assets.car
BetterDis 14100 kadir  txt       REG               1,15   2044376 1152921500312144151 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/Assets.car
BetterDis 14100 kadir  txt       REG               1,15     21880 1152921500312282184 /System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/Resources/DesignLibrary-macOS.bundle/Contents/Resources/macOSRepositories/LightFauxVibrantStandard.car
BetterDis 14100 kadir  txt       REG               1,15    520568 1152921500312103057 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/FauxVibrantLightGraphite.car
BetterDis 14100 kadir  txt       REG               1,15   1538440 1152921500312103084 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/VibrantLightGraphite.car
BetterDis 14100 kadir  txt       REG               1,15  14947744 1152921500312350425 /System/Library/PrivateFrameworks/RenderBox.framework/Versions/A/Resources/archive.metallib
BetterDis 14100 kadir  txt       REG               1,15    131072            76533214 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/C/pro.betterdisplay.BetterDisplay/com.apple.metal/16777235_403/functions.data
BetterDis 14100 kadir  txt       REG               1,15     98304            76533217 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/C/pro.betterdisplay.BetterDisplay/com.apple.metal/32024/libraries.data
BetterDis 14100 kadir    0r      CHR                3,2       0t0                 336 /dev/null
BetterDis 14100 kadir    1u      CHR                3,2       0t0                 336 /dev/null
BetterDis 14100 kadir    2u      CHR                3,2       0t0                 336 /dev/null
BetterDis 14100 kadir    3u      REG               1,15     49152            76533201 /Users/kadir/Library/Caches/pro.betterdisplay.BetterDisplay/Cache.db
BetterDis 14100 kadir    4u      REG               1,15         0            76533204 /Users/kadir/Library/Caches/pro.betterdisplay.BetterDisplay/Cache.db-wal
BetterDis 14100 kadir    5u      REG               1,15     32768            76533205 /Users/kadir/Library/Caches/pro.betterdisplay.BetterDisplay/Cache.db-shm
BetterDis 14100 kadir    6u      REG               1,15      4096            20660146 /Users/kadir/Library/HTTPStorages/pro.betterdisplay.BetterDisplay/httpstorages.sqlite
BetterDis 14100 kadir    7u      REG               1,15     57712            20660149 /Users/kadir/Library/HTTPStorages/pro.betterdisplay.BetterDisplay/httpstorages.sqlite-wal
BetterDis 14100 kadir    8u      REG               1,15     32768            20660150 /Users/kadir/Library/HTTPStorages/pro.betterdisplay.BetterDisplay/httpstorages.sqlite-shm
BetterDis 14100 kadir    9   NPOLICY                                                  
BetterDis 14100 kadir   10u    systm 0x5ea2e566346ec99a       0t0                     [ctl com.apple.netsrc id 7 unit 63]
BetterDis 14100 kadir   12r      REG               1,15   1250480 1152921500312350427 /System/Library/PrivateFrameworks/RenderBox.framework/Versions/A/Resources/default.metallib
BetterDis 14100 kadir   14u      REG               1,15    131072            76533214 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/C/pro.betterdisplay.BetterDisplay/com.apple.metal/16777235_403/functions.data
BetterDis 14100 kadir   15u      REG               1,15      3292            76694030 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/C/pro.betterdisplay.BetterDisplay/com.apple.metal/16777235_403/functions.list
BetterDis 14100 kadir   16u      REG               1,15     98304            76533217 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/C/pro.betterdisplay.BetterDisplay/com.apple.metal/32024/libraries.data
BetterDis 14100 kadir   17u      REG               1,15       772            76694035 /private/var/folders/j4/7k54blqs0ylg5m731hfd0vvw0000gn/C/pro.betterdisplay.BetterDisplay/com.apple.metal/32024/libraries.list
